,Gene,logFC,P.Value,t,adj.P.Val,Significant
17137,XLOC_012863,1.020312632959416,6.846182463593527e-05,4.159470840382956,0.00040004650898375286,True
14583,LOC344967,-1.192118799860392,6.871365560953052e-05,-4.158483210742734,0.00040126540146974524,True
15992,XAGE-4,1.6935358386185078,6.889750711238866e-05,4.157764375996606,0.00040207968494914104,True
12171,LOC643623,1.2793286616850663,6.918340229037367e-05,4.1566502162756676,0.00040330793121482595,True
7099,RGS1,1.2584246199204525,7.022363935307738e-05,4.152633299876155,0.0004081852419725896,True
13825,S100A9,1.1729785263766237,7.034221308206007e-05,4.152179056672913,0.0004087263531375633,True
31927,LOC100506241,1.0248789654999997,7.047968565377348e-05,4.151653333703342,0.0004092286544385617,True
292,CHGA,-1.0229664326461023,7.056775499733827e-05,-4.15131705600574,0.00040959174603123066,True
5336,XLOC_005327,1.936380022860389,7.31270581147802e-05,4.141716807228008,0.0004230687149363659,True
12494,PTPRO,-1.1094147537711043,7.615505960832924e-05,-4.13076660383566,0.0004377449045395452,True
12363,PRAMEF12,1.156947613566559,7.622580462505525e-05,4.130515796846866,0.00043799459293780626,True
3851,XLOC_014170,-1.1079551013506475,7.651686208054947e-05,-4.1294862780992085,0.00043950956768917224,True
13658,C1QL3,-1.1015664776574674,7.964284013610357e-05,-4.118660170686348,0.0004557513934295759,True
5339,S100A8,1.2722036331509745,7.993687366196473e-05,4.117662932994432,0.00045710782657323146,True
12320,XLOC_013368,1.7825509881850659,8.03889806259113e-05,4.116136423868298,0.0004588751776653442,True
10521,INMT,1.1218242903652609,8.045113035544383e-05,4.115927223878362,0.00045906657093607934,True
16248,NUDT11,-1.1885864733084412,8.188809084232037e-05,-4.111133076083325,0.00046603105303274394,True
14676,XLOC_012298,1.5928088698506482,8.230115936830154e-05,4.109769885767054,0.00046804133886458314,True
2192,XLOC_l2_012388,1.7418943544139616,8.423306139566837e-05,4.103480219741756,0.0004775730798344346,True
19647,OR52I2,1.5940184875503238,8.451336895482063e-05,4.102579145235892,0.00047875487834551396,True
17775,LOC389043,1.4423878429983752,8.512462989946284e-05,4.100624093032396,0.0004816222446516345,True
5508,XLOC_l2_007770,1.9076134374788953,8.626623942052888e-05,4.097008574417451,0.00048730779373315134,True
19811,LOC100507300,1.261903819392856,8.843427131029427e-05,4.09026693239119,0.0004980638033065731,True
16802,PLAC8,1.0648065210129873,8.912470314023543e-05,4.088153241774365,0.0005014241453417665,True
3827,DAB1,-1.0665973020811705,9.065331944704248e-05,-4.083528858875201,0.0005080640265305945,True
9389,KCNJ6,-1.1714075989691564,9.240325147507349e-05,-4.07832587557095,0.0005162480507349978,True
10617,Q5A5F0,1.1964560969301958,9.275948620155892e-05,4.077278284985025,0.0005180578546911577,True
12237,UBE2QL1,-1.2551524352548702,9.318360049049025e-05,-4.076036097368386,0.0005198834615191178,True
4378,XLOC_003695,-1.0004100363263007,9.543767397588205e-05,-4.069523765486346,0.0005305216740853052,True
16759,SLC45A2,-1.005542499425327,0.00010346422070204491,-4.047473874887292,0.0005666949291653749,True
14016,XLOC_001892,1.6297279033376615,0.00010528782520575919,4.0426932910711555,0.0005753080280362382,True
15469,C6orf138,1.16152033985552,0.00010572306510009107,4.041564038846102,0.0005771946780821854,True
6701,PROM2,1.8108591046590927,0.00010610205881609401,4.040584341998993,0.0005790666973154638,True
20676,NXPH2,-1.0466759294999997,0.000109508679058405,-4.031925747618068,0.0005941748441837885,True
19122,XLOC_010207,1.4933966308944817,0.00010978001635370349,4.031247227031499,0.0005950900514746212,True
18664,XLOC_010257,1.4523239261688303,0.00011115644867464387,4.027829797621868,0.0006015348976859945,True
14102,TXLNG2P,-1.120968925095779,0.00011300438153453936,-4.023304902117928,0.0006093764598467008,True
6340,PVALB,-1.2344494946704554,0.00011446975995558259,-4.019766833599916,0.0006163460724026669,True
12496,BTN3A1,1.5270977719707801,0.00011831932032350083,4.010674931219097,0.0006334657866532519,True
11190,XLOC_012833,1.4027682918912339,0.00012178385270597405,4.002731334568465,0.0006488666325872193,True
13918,MGC39584,1.6101317186071418,0.00012460320513294631,3.9964250720847683,0.0006614712594183217,True
10214,LOC729506,1.6536394150470803,0.0001273383182675419,3.990436399786617,0.0006737610506387505,True
5597,XLOC_001663,-1.1359952164074674,0.00013310273938622517,-3.9782078805509413,0.0006999894884442792,True
16222,OSTBETA,1.6784382520665568,0.00013327576074377136,3.9778487222184835,0.0007007845278905402,True
8834,GPR132,-1.1078304089042215,0.00013435921695578322,-3.9756097699788486,0.0007055563398169137,True
2587,XLOC_002335,-1.040647789009741,0.00013515247467110305,-3.9739814344186675,0.000709025574398853,True
19723,ZCCHC13,1.406714819189935,0.00013568142028082597,3.97290072973996,0.0007114514486121113,True
14007,XLOC_000083,1.455027042412338,0.00013608187834557214,3.972085218745697,0.0007133180812624109,True
6873,XLOC_004384,1.8625844977240273,0.00013698244700467797,3.970259613030101,0.0007163998858673083,True
15577,ATXN3L,1.4541223147305198,0.00014092713060571496,3.962395984206316,0.0007350720459491023,True
16487,XLOC_010271,1.1935605573344166,0.00014526888965468336,3.953980499694636,0.0007540818738061881,True
8833,AMPH,-1.2752965653863626,0.00014538741052202926,-3.9537541625049357,0.0007545750088248987,True
2658,PPP6R1,1.6313584124139613,0.00014556519904841822,3.953414973467315,0.0007552533697999768,True
17540,XLOC_005664,1.3798723690032455,0.0001527074266583014,3.9401063207765263,0.0007872174589744994,True
20755,XLOC_l2_012473,1.146533701769481,0.00015545113208496607,3.935151399147214,0.0007998191366937789,True
10073,XLOC_009409,1.155992227040584,0.00015550759187962088,3.9350503171575704,0.0007999813257694415,True
10757,XLOC_l2_008689,-1.1950882245519479,0.00015558698746148436,-3.9349082317232744,0.0008002614330229948,True
14738,PPM1E,-1.0634939170178548,0.0001564566606411586,-3.9333563942148886,0.0008035750357618265,True
19676,MCHR1,-1.1469479398896096,0.00015649247810486228,-3.9332926587011015,0.0008036303341770421,True
7917,CPNE4,-1.31577137939448,0.0001629562166825068,-3.922012989860372,0.0008325585970974388,True
19823,MYO5B,-1.0589996491769482,0.00016657503752481984,-3.915883159088816,0.0008474036162061879,True
767,XLOC_005737,1.5132425900454543,0.00016963062931310698,3.910805610125338,0.0008603558242473474,True
3720,GABRA1,-1.1742652719285722,0.00017014442315695582,-3.909960415526792,0.0008621439101050612,True
12595,HLA-DQA1,1.13722516386039,0.00017236911810038962,3.9063286773191064,0.0008714895679527972,True
17757,FMR1NB,1.0591013381866885,0.00017452279334138722,3.902855265066665,0.0008804357934253345,True
2697,LRRC2,1.530057035956169,0.00017912278616933895,3.895571502419516,0.0009005264034340062,True
16570,MAGEB6,1.7826221949870131,0.0001939803678260158,3.8732081781296603,0.0009647891782726491,True
3435,XLOC_010856,1.7250433041168858,0.00019475900326359057,3.8720817711868127,0.0009685116764371393,True
20513,IL2RA,1.2298934265227275,0.0002061973644023699,3.856011794368577,0.0010176633000043118,True
13378,KCNJ4,-1.012261251767856,0.00021244150970937695,-3.847594541484886,0.0010443033453075103,True
15148,SERTM1,-1.113083492540583,0.00021399563994294992,-3.84553621542034,0.0010516207306019965,True
11771,CXCL1,1.1317270613360382,0.00021629250362139503,3.84252014236142,0.0010609577241856808,True
16097,KDM5D,-1.5330524150941551,0.00022102259092148346,-3.836403944226771,0.0010798666946026788,True
10436,XLOC_011468,-1.319236431564935,0.00022644787437634106,-3.829540589529444,0.0011015083866554997,True
581,VPS18,1.25911689338961,0.00022951177705385538,3.8257334648246464,0.0011128684715670616,True
7591,XLOC_l2_004010,-1.0702613131769478,0.000230485688805403,-3.8245334469408334,0.0011170842871849717,True
6548,XLOC_007098,-1.0057458340146077,0.00024558022060238566,-3.8065274677137193,0.001179020274906395,True
14588,XLOC_l2_015529,1.5578327504512988,0.0002586731467854052,3.791743285597974,0.0012322890627971188,True
18798,XLOC_007499,1.1051134602321433,0.0002708803968180016,3.778587424690614,0.0012832018797875801,True
9133,XLOC_004525,1.824453649655843,0.0002710926808807969,3.7783636733816888,0.001283828344059044,True
18023,XLOC_001186,1.3916110262678565,0.0002805212384330233,3.7685902560223705,0.0013228165998723192,True
14703,XLOC_003826,-1.0632545659220787,0.0002889696961928476,-3.7600947126696,0.001354492672978748,True
11382,XLOC_013103,-1.1084800734951292,0.000290203537759047,-3.758873813112137,0.0013592830327507997,True
1429,XLOC_009382,1.5900300430779222,0.0003137511522150506,3.7364727416743007,0.0014530297333706977,True
17177,NPY2R,-1.101834096238636,0.0003281039288046671,-3.723590396139154,0.001512512435127708,True
12564,XLOC_001329,-1.2488857857629858,0.00034510196531145604,-3.709009015335846,0.0015808754886750692,True
3619,XLOC_009249,1.7030730578571411,0.0003606507124502393,3.6962563508280324,0.0016408558864563433,True
9397,LOC100505994,-1.2724041438198057,0.00036807355555789863,-3.6903513834894355,0.0016701272506785556,True
19394,LOC100509175,1.735237446055196,0.00037343940381949703,3.6861527599202124,0.0016904100570804945,True
10053,GUCY2GP,-1.3019915752256486,0.0003919597080558254,-3.672088357186052,0.0017649538205998458,True
14018,S100A12,1.2952806824788974,0.00039693601099544226,3.668416820006459,0.0017821843572755475,True
11154,XLOC_010471,-1.3213058164318179,0.0003980825575299077,-3.6675770842061164,0.0017863041403285342,True
826,LINC00340,1.4018706257727285,0.000421359090103524,3.651007399123645,0.001874007842592711,True
741,LOC400958,1.3001529515876644,0.00045125497358258223,3.630954784664358,0.0019890436318396863,True
15967,XLOC_012622,1.4951822388685088,0.00045361133588950163,3.629428244237356,0.0019977830388982994,True
5724,XLOC_013567,-1.2416901166915597,0.00045665607507957965,-3.6274668350943355,0.002008435273999577,True
11160,LINC00486,1.0357226705616887,0.0004569816874679317,3.627257810729992,0.002009425172250641,True
20538,C6orf105,-1.0032823060584413,0.0004792292491632377,-3.6133001285828623,0.002094244240860106,True
15880,XLOC_010829,1.3560790175584412,0.00048608163148403626,3.609124575702412,0.002119257779017108,True
13707,FMO6P,-1.26318553266396,0.0005087626617812214,-3.5956905311640095,0.0022022812292459295,True
8980,LOC145216,-1.0181409045746737,0.0005794459908114122,-3.557187565080709,0.00246110267793983,True
12268,LOC151300,-1.037429444181817,0.0005945875410353171,-3.54952044348264,0.0025170715645833957,True
11805,PHLDB2,-1.1334022236282468,0.0006701738732471773,-3.5138082115628766,0.0027935522159263835,True
21019,ABCC3,1.501895955801949,0.0006809620694285762,3.5090245007929184,0.002830430576220358,True
19856,XLOC_010123,1.2247856006704554,0.0006819609527390995,3.5085851998713693,0.0028342152304534672,True
954,XLOC_001699,1.4085226168798677,0.0006971102658519376,3.501996056717968,0.00288744962279279,True
16374,BTC,1.1250006791233762,0.0007161952801663026,3.493884789264772,0.0029596218714073147,True
21799,HSFY2,-1.0614514856509745,0.0007651480830801505,-3.4739764235221284,0.0031328590306587403,True
18106,LTF,1.233557936790584,0.0008126463710708573,3.4557757444954977,0.0033040417440346336,True
18536,SOSTDC1,-1.1833436403214295,0.000813353995841761,-3.4555122464798673,0.0033049266860802648,True
8157,SNORD38A,1.0861929205113627,0.0008600669993764695,3.438578357437589,0.003472743780993976,True
10361,LOC100506387,-1.1333048679999997,0.0009204282087488851,-3.4179355892946157,0.003687229887195833,True
15431,LOC100505565,-1.0095098656493509,0.0009273824814054095,-3.415639725632579,0.003709529925621638,True
16844,XLOC_008185,1.7678602247711055,0.0009896179400305201,3.395785410648542,0.003921312193203938,True
14954,LOC100509100,1.1985244921071416,0.0009946828511388246,3.394221683830488,0.003938949001917478,True
10806,GREM2,-1.0097524803344173,0.001007173437344519,-3.3903971322178155,0.003983003435652387,True
12785,PBOV1,-1.1398904675324664,0.001018879907179124,-3.386852926814443,0.0040238418592030405,True
19291,XLOC_002615,1.2611555797159077,0.0010577664598663292,3.3753483839428164,0.0041599504264394314,True
874,CD86,1.3865444501704562,0.0011284602158272972,3.3554156165982136,0.004400802786742,True
8713,XLOC_003225,-1.0469111158181805,0.0011493325925441566,-3.3497544801783836,0.004471330289693978,True
20443,LOC100506929,1.087036703185066,0.0011806864559009034,3.341429235227222,0.0045716863615330085,True
7733,XLOC_003367,-1.3398742889659108,0.0012233662890817525,-3.3304239073704283,0.004705142135684285,True
18035,C13orf30,1.2089439341525976,0.0014871134441942168,3.2694771822810176,0.005579719215175494,True
12819,XLOC_009788,-1.0994456099464296,0.0015572302535127253,-3.254983256982212,0.005804106719262023,True
10378,LINC00458,-1.1172099856704536,0.0017205748456725215,-3.2234527826997454,0.006324518312350771,True
18136,XLOC_009344,1.0082776963814934,0.0017220572016460021,3.2231796651215436,0.0063285389220718155,True
17316,XLOC_004091,1.2264339364237014,0.001780839681059771,3.2125223989020895,0.006511390447692492,True
2165,Q9H8W2,-1.0195862724610372,0.0018087630216947585,-3.207574451178834,0.006596012019548466,True
7034,XLOC_003514,-1.0577019411038986,0.001941786788876693,-3.1849397962041706,0.007002306675715412,True
10578,KLHDC7B,-1.0208895155081166,0.0019843167370199545,-3.178007662032132,0.007135621670619901,True
16504,GYG2P1,-1.0180513716022732,0.0022794606917493194,-3.13339672575483,0.008042795753554571,True
4613,CD33,-1.0459495732775927,0.002574526225308516,-3.093877198544633,0.008923911540561555,True
28270,XLOC_011388,1.0527168493717536,0.0025915033953366573,3.0917335957136443,0.00897015849400086,True
10238,XLOC_006657,-1.1908651892370106,0.0029137168227699618,-3.0533415165379516,0.009919562312900391,True
8874,DKFZp434L192,-1.0673927665892853,0.003242917775151332,-3.017984349405352,0.0108684498774399,True
5213,XLOC_005764,-1.109384916555193,0.0035639049411710032,-2.986573076498457,0.01177325409461083,True
20126,TAF7L,-1.0912489058977282,0.004297939183510018,-2.9235669156318527,0.013774014885814322,True
12348,XLOC_008015,1.816662385618507,0.004377722481164019,2.917328903317534,0.014003124658065783,True
17866,LOC100509121,-1.8534575769107131,0.004636122228356119,-2.8978196767856814,0.014716948036358283,True
13671,FCAMR,-1.0659734531672074,0.005239308843165045,-2.8559077464706233,0.01631815802803249,True
10782,XLOC_001406,-1.081893925988636,0.005607505794786357,-2.8324519408906412,0.017314444285919172,True
19500,XLOC_004095,1.0149250364009732,0.006546141644045973,2.7784945486424526,0.019720182546811422,True
11095,XLOC_l2_010602,-1.1522236692629848,0.006953753281147678,-2.757239049713806,0.020772549144167755,True
16528,XLOC_008323,-1.2845655136185066,0.007335899390126154,-2.738319503554377,0.021742022582709446,True
17138,USP9Y,-1.7297910345892857,0.00918510419067055,-2.6578125092014417,0.026231946028302238,True
15513,RPS4Y1,-1.7975305843003238,0.01604512760587026,-2.450341997057451,0.042059788657976625,True
19735,UTY,-1.1616089347629877,0.017339106575727126,-2.4205369590994312,0.044926786119806654,True
